武汉#20240222#C1038	C1038	吉利	沈颖	sold	武汉	0000015.50	20240222
昆明#20241014#C1039	C1039	长安	唐宁	sold	昆明	0000012.50	20241014
南京#20241024#C1040	C1040	理想	吴强	sold	南京	0000042.90	20241024
西安#20240204#C1041	C1041	奥迪	陈超	sold	西安	0000060.80	20240204
苏州#20240718#C1042	C1042	本田	王宁	sold	苏州	0000028.00	20240718
沈阳#20240724#C1043	C1043	奥迪	张娜	sold	沈阳	0000038.90	20240724
青岛#20241221#C1044	C1044	大众	郭军	pending	青岛	0000022.50	20241221
宁波#20240111#C1045	C1045	本田	杨静	sold	宁波	0000020.40	20240111
昆明#20240617#C1046	C1046	特斯拉	郭娜	sold	昆明	0000030.10	20240617
深圳#20240908#C1047	C1047	小鹏	杨丽	pending	深圳	0000029.40	20240908
上海#20241005#C1048	C1048	五菱	吴伟	sold	上海	0000004.60	20241005
成都#20241120#C1049	C1049	理想	王静	sold	成都	0000041.90	20241120
苏州#20241212#C1050	C1050	蔚来	郑敏	sold	苏州	0000033.70	20241212
武汉#20241103#C1051	C1051	比亚迪	赵涛	pending	武汉	0000007.40	20241103
上海#20240211#C1052	C1052	大众	张颖	pending	上海	0000021.10	20240211
沈阳#20240923#C1053	C1053	长安	周军	pending	沈阳	0000016.90	20240923
广州#20240608#C1054	C1054	长安	郭颖	sold	广州	0000014.20	20240608
杭州#20240312#C1055	C1055	理想	张丽	pending	杭州	0000056.50	20240312
重庆#20241009#C1056	C1056	长城	吴鹏	pending	重庆	0000014.90	20241009
北京#20240503#C1057	C1057	丰田	杨伟	sold	北京	0000023.20	20240503
沈阳#20240722#C1058	C1058	长安	沈军	sold	沈阳	0000008.70	20240722
广州#20241025#C1059	C1059	大众	李静	sold	广州	0000012.90	20241025
长沙#20240612#C1060	C1060	奔驰	唐洋	pending	长沙	0000058.80	20240612
西安#20240701#C1061	C1061	丰田	周宁	sold	西安	0000034.90	20240701
青岛#20240201#C1062	C1062	长安	陈军	sold	青岛	0000012.90	20240201
长沙#20240112#C1063	C1063	丰田	张敏	sold	长沙	0000024.40	20240112
广州#20240613#C1064	C1064	理想	郑娜	sold	广州	0000035.10	20240613
深圳#20240902#C1065	C1065	蔚来	唐超	pending	深圳	0000053.40	20240902
北京#20241208#C1066	C1066	蔚来	唐娜	sold	北京	0000053.80	20241208
西安#20240114#C1067	C1067	奔驰	李杰	sold	西安	0000069.80	20240114
深圳#20241202#C1068	C1068	长城	林娜	sold	深圳	0000019.40	20241202
成都#20240612#C1069	C1069	长城	郭静	sold	成都	0000011.90	20240612
沈阳#20240702#C1070	C1070	五菱	刘敏	sold	沈阳	0000007.60	20240702
成都#20240208#C1071	C1071	特斯拉	沈超	pending	成都	0000037.00	20240208
长沙#20241021#C1072	C1072	蔚来	郑娜	sold	长沙	0000041.40	20241021
昆明#20240524#C1073	C1073	丰田	吴强	sold	昆明	0000030.90	20240524
成都#20241017#C1074	C1074	长安	张军	sold	成都	0000010.60	20241017
苏州#20240926#C1075	C1075	小鹏	张鹏	sold	苏州	0000024.50	20240926
郑州#20240302#C1076	C1076	奔驰	吴强	sold	郑州	0000075.70	20240302
沈阳#20240111#C1077	C1077	特斯拉	沈敏	pending	沈阳	0000036.30	20240111
南京#20240923#C1078	C1078	吉利	王超	sold	南京	0000010.20	20240923
成都#20241114#C1079	C1079	理想	孙宁	pending	成都	0000042.50	20241114
南京#20240915#C1080	C1080	小鹏	周静	pending	南京	0000040.70	20240915
武汉#20240702#C1081	C1081	小鹏	杨丽	pending	武汉	0000029.00	20240702
昆明#20240401#C1082	C1082	五菱	沈鹏	sold	昆明	0000007.80	20240401
沈阳#20241022#C1083	C1083	宝马	孙强	pending	沈阳	0000073.70	20241022
苏州#20240914#C1084	C1084	特斯拉	孙军	pending	苏州	0000047.80	20240914
上海#20240507#C1085	C1085	特斯拉	杨丽	sold	上海	0000037.90	20240507
青岛#20241006#C1086	C1086	比亚迪	陈静	sold	青岛	0000008.40	20241006
苏州#20240101#C1087	C1087	长城	林超	pending	苏州	0000013.20	20240101
广州#20241128#C1088	C1088	长城	刘军	pending	广州	0000011.40	20241128
深圳#20240229#C1089	C1089	奔驰	陈超	sold	深圳	0000037.40	20240229
苏州#20240104#C1090	C1090	小鹏	沈洋	sold	苏州	0000037.00	20240104
郑州#20241002#C1091	C1091	长安	杨敏	pending	郑州	0000009.70	20241002
武汉#20240908#C1092	C1092	特斯拉	郑超	sold	武汉	0000032.50	20240908
苏州#20241218#C1093	C1093	五菱	沈伟	sold	苏州	0000010.70	20241218
青岛#20241108#C1094	C1094	蔚来	王洋	sold	青岛	0000048.40	20241108
沈阳#20241106#C1095	C1095	吉利	刘芳	sold	沈阳	0000008.20	20241106
武汉#20241018#C1096	C1096	奔驰	陈洋	sold	武汉	0000061.50	20241018
广州#20240221#C1097	C1097	小鹏	郑涛	sold	广州	0000038.80	20240221
北京#20240823#C1098	C1098	蔚来	赵敏	sold	北京	0000036.30	20240823
武汉#20240825#C1099	C1099	大众	沈静	sold	武汉	0000016.70	20240825
上海#20241116#C1100	C1100	奔驰	吴洋	sold	上海	0000067.00	20241116
郑州#20240830#C1101	C1101	蔚来	林军	sold	郑州	0000033.80	20240830
广州#20240618#C1102	C1102	五菱	刘伟	pending	广州	0000013.70	20240618
杭州#20240908#C1103	C1103	丰田	李颖	sold	杭州	0000024.40	20240908
北京#20240222#C1104	C1104	比亚迪	王军	sold	北京	0000009.00	20240222
武汉#20240527#C1105	C1105	比亚迪	郭涛	sold	武汉	0000018.80	20240527
重庆#20240803#C1106	C1106	奥迪	沈静	pending	重庆	0000036.40	20240803
重庆#20240814#C1107	C1107	比亚迪	刘伟	sold	重庆	0000018.90	20240814
宁波#20240817#C1108	C1108	理想	唐杰	pending	宁波	0000032.40	20240817
青岛#20240930#C1109	C1109	丰田	李涛	sold	青岛	0000014.60	20240930
杭州#20241115#C1110	C1110	奥迪	郭敏	sold	杭州	0000027.80	20241115
成都#20240103#C1111	C1111	宝马	郑静	sold	成都	0000062.50	20240103
北京#20240803#C1112	C1112	理想	赵鹏	sold	北京	0000040.70	20240803
南京#20240812#C1113	C1113	小鹏	陈芳	sold	南京	0000039.10	20240812
南京#20240608#C1114	C1114	比亚迪	王颖	sold	南京	0000025.70	20240608
北京#20240815#C1115	C1115	宝马	张强	sold	北京	0000069.60	20240815
郑州#20240416#C1116	C1116	五菱	张丽	sold	郑州	0000004.80	20240416
杭州#20240727#C1117	C1117	吉利	赵丽	sold	杭州	0000017.30	20240727
深圳#20241224#C1118	C1118	奔驰	陈静	pending	深圳	0000087.70	20241224
长沙#20241225#C1119	C1119	宝马	郑娜	sold	长沙	0000034.00	20241225
苏州#20241104#C1120	C1120	比亚迪	王敏	pending	苏州	0000015.60	20241104
广州#20240818#C1121	C1121	比亚迪	杨超	pending	广州	0000030.70	20240818
宁波#20241004#C1122	C1122	丰田	林军	pending	宁波	0000030.80	20241004
苏州#20240104#C1123	C1123	蔚来	李颖	pending	苏州	0000055.40	20240104
南京#20240725#C1124	C1124	大众	王娜	pending	南京	0000025.50	20240725
北京#20240103#C1125	C1125	蔚来	杨强	sold	北京	0000047.20	20240103
北京#20240118#C1126	C1126	奔驰	周鹏	sold	北京	0000063.20	20240118
沈阳#20240507#C1127	C1127	吉利	唐鹏	sold	沈阳	0000009.80	20240507
沈阳#20241107#C1128	C1128	宝马	陈洋	sold	沈阳	0000058.10	20241107
西安#20240208#C1129	C1129	奥迪	郑军	pending	西安	0000048.80	20240208
南京#20240212#C1130	C1130	大众	陈超	sold	南京	0000013.30	20240212
上海#20240919#C1131	C1131	小鹏	赵超	sold	上海	0000018.80	20240919
南京#20240106#C1132	C1132	长城	陈颖	sold	南京	0000018.40	20240106
青岛#20240321#C1133	C1133	特斯拉	李超	pending	青岛	0000045.60	20240321
重庆#20241021#C1134	C1134	理想	吴杰	pending	重庆	0000052.50	20241021
青岛#20241106#C1135	C1135	本田	郭静	sold	青岛	0000018.10	20241106
沈阳#20241027#C1136	C1136	小鹏	孙丽	sold	沈阳	0000028.60	20241027
南京#20241009#C1137	C1137	长安	郭伟	sold	南京	0000007.50	20241009
广州#20240720#C1138	C1138	特斯拉	杨丽	sold	广州	0000040.60	20240720
苏州#20241025#C1139	C1139	特斯拉	郭军	sold	苏州	0000030.30	20241025
深圳#20240222#C1140	C1140	大众	王丽	sold	深圳	0000029.20	20240222
重庆#20240619#C1141	C1141	宝马	周宁	sold	重庆	0000076.20	20240619
苏州#20241001#C1142	C1142	奔驰	王涛	sold	苏州	0000071.80	20241001
广州#20240821#C1143	C1143	吉利	唐丽	sold	广州	0000017.80	20240821
郑州#20240911#C1144	C1144	大众	沈超	sold	郑州	0000018.20	20240911
北京#20241023#C1145	C1145	大众	陈杰	sold	北京	0000015.60	20241023
杭州#20240813#C1146	C1146	宝马	郭丽	sold	杭州	0000068.10	20240813
南京#20240919#C1147	C1147	五菱	周敏	sold	南京	0000003.50	20240919
重庆#20241003#C1148	C1148	五菱	杨超	sold	重庆	0000008.00	20241003
宁波#20241130#C1149	C1149	比亚迪	孙宁	sold	宁波	0000026.50	20241130
北京#20241124#C1150	C1150	蔚来	孙伟	sold	北京	0000047.50	20241124
成都#20240913#C1151	C1151	特斯拉	孙强	sold	成都	0000039.60	20240913
杭州#20241102#C1152	C1152	五菱	郭洋	sold	杭州	0000008.80	20241102
青岛#20240613#C1153	C1153	本田	赵涛	pending	青岛	0000029.90	20240613
广州#20240520#C1154	C1154	奥迪	唐敏	sold	广州	0000052.60	20240520
广州#20240509#C1155	C1155	小鹏	张宁	sold	广州	0000022.60	20240509
上海#20240126#C1156	C1156	奔驰	郑鹏	sold	上海	0000084.50	20240126
沈阳#20240418#C1157	C1157	五菱	唐超	pending	沈阳	0000004.00	20240418
重庆#20240703#C1158	C1158	小鹏	刘军	sold	重庆	0000026.90	20240703
重庆#20240707#C1159	C1159	吉利	刘芳	sold	重庆	0000018.80	20240707
西安#20240214#C1160	C1160	奥迪	林颖	sold	西安	0000053.40	20240214
深圳#20240221#C1161	C1161	奔驰	郭鹏	sold	深圳	0000084.90	20240221
成都#20240218#C1162	C1162	比亚迪	刘杰	sold	成都	0000010.90	20240218
昆明#20241108#C1163	C1163	奔驰	沈敏	sold	昆明	0000051.70	20241108
昆明#20241009#C1164	C1164	本田	王鹏	sold	昆明	0000023.70	20241009
沈阳#20240804#C1165	C1165	蔚来	张涛	pending	沈阳	0000052.60	20240804
宁波#20241109#C1166	C1166	小鹏	郑鹏	sold	宁波	0000039.00	20241109
南京#20240928#C1167	C1167	比亚迪	周伟	pending	南京	0000009.00	20240928
长沙#20241229#C1168	C1168	理想	林伟	sold	长沙	0000032.00	20241229
深圳#20240624#C1169	C1169	长城	沈芳	pending	深圳	0000024.60	20240624
苏州#20240308#C1170	C1170	比亚迪	吴芳	sold	苏州	0000027.50	20240308
沈阳#20241203#C1171	C1171	奥迪	李芳	pending	沈阳	0000062.80	20241203
成都#20240114#C1172	C1172	吉利	周强	pending	成都	0000018.30	20240114
广州#20240617#C1173	C1173	比亚迪	陈杰	sold	广州	0000029.10	20240617
广州#20240715#C1174	C1174	丰田	陈芳	sold	广州	0000024.10	20240715
杭州#20240909#C1175	C1175	小鹏	吴涛	sold	杭州	0000038.70	20240909
苏州#20240520#C1176	C1176	奥迪	陈芳	sold	苏州	0000057.40	20240520
沈阳#20240709#C1177	C1177	理想	刘颖	sold	沈阳	0000043.60	20240709
昆明#20240310#C1178	C1178	丰田	周杰	pending	昆明	0000028.30	20240310
南京#20241005#C1179	C1179	蔚来	刘杰	pending	南京	0000034.90	20241005
上海#20240606#C1180	C1180	五菱	郭涛	sold	上海	0000007.10	20240606
上海#20241229#C1181	C1181	宝马	赵超	sold	上海	0000066.90	20241229
重庆#20240413#C1182	C1182	丰田	吴军	pending	重庆	0000036.20	20240413
苏州#20240216#C1183	C1183	长城	陈丽	pending	苏州	0000025.10	20240216
深圳#20240902#C1184	C1184	小鹏	赵强	sold	深圳	0000038.40	20240902
武汉#20241230#C1185	C1185	本田	唐强	sold	武汉	0000011.10	20241230
西安#20240321#C1186	C1186	理想	孙丽	sold	西安	0000036.30	20240321
西安#20240117#C1187	C1187	奥迪	杨杰	sold	西安	0000067.60	20240117
昆明#20241002#C1188	C1188	长安	唐丽	sold	昆明	0000017.10	20241002
深圳#20240812#C1189	C1189	理想	张芳	pending	深圳	0000049.40	20240812
北京#20240220#C1190	C1190	本田	林军	sold	北京	0000013.80	20240220
杭州#20241023#C1191	C1191	长安	周敏	sold	杭州	0000016.50	20241023
杭州#20240126#C1192	C1192	理想	周强	sold	杭州	0000036.00	20240126
成都#20240926#C1193	C1193	蔚来	林涛	sold	成都	0000040.20	20240926
广州#20241112#C1194	C1194	奔驰	郑娜	pending	广州	0000078.30	20241112
杭州#20241231#C1195	C1195	小鹏	陈超	sold	杭州	0000033.80	20241231
昆明#20240805#C1196	C1196	长城	吴涛	sold	昆明	0000010.30	20240805
北京#20241028#C1197	C1197	宝马	郭静	pending	北京	0000068.60	20241028
重庆#20240520#C1198	C1198	长安	吴涛	sold	重庆	0000015.00	20240520
成都#20240111#C1199	C1199	长城	周杰	pending	成都	0000013.60	20240111
深圳#20240807#C1200	C1200	奔驰	赵丽	sold	深圳	0000078.50	20240807
杭州#20240412#C1201	C1201	比亚迪	刘强	pending	杭州	0000010.70	20240412
宁波#20240206#C1202	C1202	长城	王丽	sold	宁波	0000012.00	20240206
重庆#20241211#C1203	C1203	长安	王丽	sold	重庆	0000015.60	20241211
成都#20241107#C1204	C1204	小鹏	张芳	sold	成都	0000022.40	20241107
郑州#20240502#C1205	C1205	宝马	王娜	sold	郑州	0000062.80	20240502
南京#20240717#C1206	C1206	奥迪	周敏	sold	南京	0000031.80	20240717
成都#20240904#C1207	C1207	本田	沈颖	sold	成都	0000022.60	20240904
杭州#20240719#C1208	C1208	吉利	张超	sold	杭州	0000015.50	20240719
深圳#20241218#C1209	C1209	丰田	刘洋	sold	深圳	0000028.60	20241218
武汉#20240413#C1210	C1210	奥迪	唐超	sold	武汉	0000036.00	20240413
宁波#20241016#C1211	C1211	小鹏	陈敏	pending	宁波	0000040.90	20241016
武汉#20240606#C1212	C1212	比亚迪	唐娜	sold	武汉	0000014.20	20240606
深圳#20240920#C1213	C1213	吉利	郑敏	sold	深圳	0000019.50	20240920
南京#20240613#C1214	C1214	大众	郭芳	sold	南京	0000012.80	20240613
深圳#20240422#C1215	C1215	蔚来	吴颖	sold	深圳	0000033.50	20240422
上海#20241211#C1216	C1216	小鹏	刘超	sold	上海	0000033.00	20241211
青岛#20240807#C1217	C1217	奔驰	孙强	sold	青岛	0000069.00	20240807
昆明#20240924#C1218	C1218	大众	王强	pending	昆明	0000015.60	20240924
南京#20241019#C1219	C1219	小鹏	郑强	sold	南京	0000038.50	20241019
武汉#20240813#C1220	C1220	奔驰	沈强	pending	武汉	0000092.20	20240813
郑州#20240721#C1221	C1221	大众	郑静	sold	郑州	0000024.80	20240721
北京#20240720#C1222	C1222	小鹏	赵军	sold	北京	0000039.50	20240720
宁波#20240226#C1223	C1223	宝马	赵宁	sold	宁波	0000068.10	20240226
杭州#20240914#C1224	C1224	五菱	陈超	sold	杭州	0000003.10	20240914
杭州#20240509#C1225	C1225	小鹏	唐杰	sold	杭州	0000024.40	20240509
深圳#20240315#C1226	C1226	小鹏	张超	pending	深圳	0000041.40	20240315
长沙#20240702#C1227	C1227	五菱	陈鹏	pending	长沙	0000004.60	20240702
宁波#20241011#C1228	C1228	长城	沈洋	pending	宁波	0000023.30	20241011
苏州#20240413#C1229	C1229	理想	郭静	sold	苏州	0000046.40	20240413
成都#20240829#C1230	C1230	长安	孙强	sold	成都	0000015.50	20240829
苏州#20241004#C1231	C1231	长安	郑娜	sold	苏州	0000014.00	20241004
成都#20240717#C1232	C1232	丰田	赵敏	sold	成都	0000017.50	20240717
青岛#20241215#C1233	C1233	大众	杨军	sold	青岛	0000011.80	20241215
苏州#20241114#C1234	C1234	小鹏	刘宁	sold	苏州	0000039.50	20241114
南京#20240819#C1235	C1235	奔驰	陈宁	sold	南京	0000099.90	20240819
广州#20240626#C1236	C1236	宝马	林颖	sold	广州	0000045.80	20240626
长沙#20241123#C1237	C1237	特斯拉	吴涛	sold	长沙	0000029.90	20241123
上海#20240509#C1238	C1238	比亚迪	赵军	sold	上海	0000012.20	20240509
南京#20241114#C1239	C1239	理想	周军	sold	南京	0000047.20	20241114
郑州#20240614#C1240	C1240	蔚来	杨宁	sold	郑州	0000035.20	20240614
天津#20241122#C1241	C1241	宝马	李杰	sold	天津	0000050.40	20241122
昆明#20240305#C1242	C1242	奔驰	林宁	pending	昆明	0000072.70	20240305
沈阳#20240102#C1243	C1243	小鹏	赵丽	sold	沈阳	0000027.10	20240102
深圳#20240429#C1244	C1244	长安	郭强	sold	深圳	0000015.50	20240429
苏州#20240831#C1245	C1245	宝马	王娜	pending	苏州	0000082.10	20240831
北京#20240823#C1246	C1246	五菱	孙军	sold	北京	0000009.60	20240823
广州#20241216#C1247	C1247	奥迪	林涛	sold	广州	0000059.80	20241216
昆明#20240802#C1248	C1248	小鹏	郑杰	pending	昆明	0000033.80	20240802
武汉#20241126#C1249	C1249	奔驰	林洋	pending	武汉	0000056.60	20241126
长沙#20241002#C1250	C1250	特斯拉	张超	sold	长沙	0000043.20	20241002
深圳#20240122#C1251	C1251	理想	郑超	pending	深圳	0000052.60	20240122
苏州#20240101#C1252	C1252	奥迪	唐洋	sold	苏州	0000068.30	20240101
重庆#20240418#C1253	C1253	宝马	刘丽	pending	重庆	0000093.40	20240418
北京#20240114#C1254	C1254	奔驰	李颖	sold	北京	0000065.10	20240114
郑州#20240123#C1255	C1255	五菱	周敏	pending	郑州	0000005.00	20240123
天津#20240210#C1256	C1256	长城	陈娜	sold	天津	0000019.10	20240210
天津#20240901#C1257	C1257	宝马	赵颖	pending	天津	0000057.10	20240901
昆明#20240907#C1258	C1258	理想	陈洋	sold	昆明	0000036.30	20240907
上海#20240612#C1259	C1259	特斯拉	郭杰	sold	上海	0000039.80	20240612
广州#20240513#C1260	C1260	吉利	沈宁	pending	广州	0000014.00	20240513
北京#20241013#C1261	C1261	宝马	李超	pending	北京	0000055.80	20241013
武汉#20240828#C1262	C1262	蔚来	唐静	sold	武汉	0000039.20	20240828
广州#20241016#C1263	C1263	蔚来	刘杰	sold	广州	0000037.00	20241016
武汉#20241222#C1264	C1264	奥迪	王涛	sold	武汉	0000061.30	20241222
沈阳#20240725#C1265	C1265	特斯拉	孙丽	sold	沈阳	0000033.10	20240725
郑州#20240330#C1266	C1266	小鹏	唐伟	sold	郑州	0000028.00	20240330
郑州#20241001#C1267	C1267	大众	孙军	sold	郑州	0000022.50	20241001
宁波#20240907#C1268	C1268	比亚迪	王超	sold	宁波	0000020.40	20240907
宁波#20240925#C1269	C1269	宝马	林敏	pending	宁波	0000035.40	20240925
昆明#20240716#C1270	C1270	奔驰	陈涛	sold	昆明	0000074.20	20240716
宁波#20241024#C1271	C1271	五菱	刘伟	sold	宁波	0000010.80	20241024
宁波#20241026#C1272	C1272	五菱	沈颖	sold	宁波	0000007.90	20241026
深圳#20240722#C1273	C1273	丰田	王洋	pending	深圳	0000034.50	20240722
北京#20241019#C1274	C1274	丰田	林军	sold	北京	0000032.90	20241019
郑州#20240809#C1275	C1275	小鹏	赵军	sold	郑州	0000037.20	20240809
天津#20240712#C1276	C1276	蔚来	王宁	sold	天津	0000032.90	20240712
昆明#20240911#C1277	C1277	大众	王颖	pending	昆明	0000026.30	20240911
武汉#20241221#C1278	C1278	蔚来	沈超	sold	武汉	0000048.40	20241221
天津#20240922#C1279	C1279	比亚迪	周敏	pending	天津	0000006.10	20240922
成都#20240808#C1280	C1280	五菱	唐洋	sold	成都	0000008.30	20240808
北京#20241130#C1281	C1281	本田	林宁	sold	北京	0000013.10	20241130
广州#20241110#C1282	C1282	奔驰	赵颖	pending	广州	0000061.80	20241110
宁波#20240920#C1283	C1283	奔驰	郭涛	sold	宁波	0000033.90	20240920
苏州#20240503#C1284	C1284	比亚迪	杨超	sold	苏州	0000017.20	20240503
上海#20240905#C1285	C1285	理想	林杰	sold	上海	0000029.50	20240905
昆明#20240313#C1286	C1286	奔驰	赵敏	sold	昆明	0000073.40	20240313
昆明#20241112#C1287	C1287	五菱	郑伟	pending	昆明	0000011.20	20241112
郑州#20240421#C1288	C1288	奥迪	刘军	sold	郑州	0000067.30	20240421
成都#20240712#C1289	C1289	宝马	郑娜	sold	成都	0000074.50	20240712
天津#20241019#C1290	C1290	宝马	唐杰	pending	天津	0000076.30	20241019
成都#20241215#C1291	C1291	长安	郭宁	sold	成都	0000007.20	20241215
长沙#20240702#C1292	C1292	本田	孙颖	sold	长沙	0000019.00	20240702
宁波#20240706#C1293	C1293	吉利	张静	sold	宁波	0000017.00	20240706
南京#20240515#C1294	C1294	宝马	刘芳	sold	南京	0000033.80	20240515
深圳#20241014#C1295	C1295	奔驰	张宁	sold	深圳	0000092.60	20241014
杭州#20240413#C1296	C1296	奔驰	周静	sold	杭州	0000034.80	20240413
昆明#20241027#C1297	C1297	长安	王颖	sold	昆明	0000016.20	20241027
北京#20241220#C1298	C1298	小鹏	郑伟	sold	北京	0000030.60	20241220
青岛#20240809#C1299	C1299	丰田	郑洋	sold	青岛	0000033.40	20240809
北京#20241009#C1300	C1300	特斯拉	郑芳	pending	北京	0000044.50	20241009
沈阳#20240710#C1301	C1301	奥迪	郭超	pending	沈阳	0000067.20	20240710
青岛#20241016#C1302	C1302	长城	赵伟	sold	青岛	0000011.40	20241016
南京#20240229#C1303	C1303	本田	周杰	sold	南京	0000012.40	20240229
长沙#20241202#C1304	C1304	吉利	周芳	sold	长沙	0000010.40	20241202
宁波#20240503#C1305	C1305	本田	沈洋	sold	宁波	0000015.20	20240503
武汉#20241228#C1306	C1306	吉利	赵鹏	sold	武汉	0000011.80	20241228
西安#20240918#C1307	C1307	奥迪	唐芳	sold	西安	0000030.20	20240918
深圳#20240422#C1308	C1308	特斯拉	杨军	pending	深圳	0000034.80	20240422
北京#20241216#C1309	C1309	长安	孙超	sold	北京	0000017.10	20241216
苏州#20241215#C1310	C1310	大众	沈强	sold	苏州	0000018.80	20241215
南京#20240920#C1311	C1311	长安	周娜	pending	南京	0000008.90	20240920
昆明#20240818#C1312	C1312	吉利	张鹏	sold	昆明	0000010.60	20240818
北京#20240914#C1313	C1313	奔驰	沈洋	pending	北京	0000088.20	20240914
沈阳#20240416#C1314	C1314	吉利	刘娜	sold	沈阳	0000017.40	20240416
杭州#20240209#C1315	C1315	宝马	赵娜	sold	杭州	0000038.30	20240209
郑州#20241117#C1316	C1316	奔驰	孙洋	sold	郑州	0000084.10	20241117
广州#20240405#C1317	C1317	理想	李宁	sold	广州	0000033.60	20240405
武汉#20240831#C1318	C1318	本田	陈杰	sold	武汉	0000026.40	20240831
苏州#20240717#C1319	C1319	奔驰	杨颖	sold	苏州	0000094.00	20240717
杭州#20240116#C1320	C1320	本田	林敏	sold	杭州	0000012.90	20240116
深圳#20241020#C1321	C1321	奥迪	赵军	sold	深圳	0000036.70	20241020
成都#20241206#C1322	C1322	丰田	李洋	sold	成都	0000019.10	20241206
昆明#20241212#C1323	C1323	长安	吴宁	sold	昆明	0000017.60	20241212
杭州#20240903#C1324	C1324	丰田	王敏	pending	杭州	0000024.60	20240903
杭州#20240816#C1325	C1325	五菱	周涛	sold	杭州	0000006.90	20240816
重庆#20240504#C1326	C1326	长安	杨杰	sold	重庆	0000014.40	20240504
苏州#20240727#C1327	C1327	奔驰	王伟	pending	苏州	0000076.90	20240727
宁波#20241106#C1328	C1328	丰田	张静	sold	宁波	0000023.00	20241106
长沙#20240112#C1329	C1329	丰田	吴强	sold	长沙	0000015.60	20240112
重庆#20241027#C1330	C1330	长城	陈洋	pending	重庆	0000020.20	20241027
杭州#20240715#C1331	C1331	本田	刘宁	pending	杭州	0000021.60	20240715
沈阳#20240311#C1332	C1332	五菱	林杰	sold	沈阳	0000011.00	20240311
长沙#20241004#C1333	C1333	大众	杨伟	sold	长沙	0000016.00	20241004
郑州#20241202#C1334	C1334	理想	张丽	sold	郑州	0000029.80	20241202
广州#20240616#C1335	C1335	理想	杨宁	sold	广州	0000034.00	20240616
长沙#20240511#C1336	C1336	长城	赵芳	sold	长沙	0000011.40	20240511
成都#20240202#C1337	C1337	蔚来	郭娜	sold	成都	0000032.40	20240202
沈阳#20241213#C1338	C1338	奥迪	唐强	sold	沈阳	0000039.70	20241213
苏州#20240421#C1339	C1339	大众	唐宁	sold	苏州	0000013.60	20240421
苏州#20240423#C1340	C1340	丰田	陈洋	sold	苏州	0000028.70	20240423
成都#20240711#C1341	C1341	本田	李静	sold	成都	0000018.20	20240711
